scope,run,selector,spearman,pearson,dense_best_rank,k,contains_dense_best,dense_topk_overlap,dense_regret
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,chosen_fixed:valid_min_lift,0.1811329364343035,0.16326559546193128,26,2,False,0,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,chosen_fixed:valid_min_lift,0.1811329364343035,0.16326559546193128,26,4,False,1,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,chosen_fixed:valid_min_lift,0.1811329364343035,0.16326559546193128,26,8,False,3,0.0
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,chosen_fixed:valid_min_lift,0.1811329364343035,0.16326559546193128,26,16,False,7,0.0
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,chosen_fixed:valid_min_lift,0.1811329364343035,0.16326559546193128,26,32,True,19,0.0
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,linear_calibrated,-0.2549846494475177,-0.2278222035993431,28,1,False,0,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,linear_calibrated,-0.2549846494475177,-0.2278222035993431,28,2,False,0,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,linear_calibrated,-0.2549846494475177,-0.2278222035993431,28,4,False,0,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,linear_calibrated,-0.2549846494475177,-0.2278222035993431,28,8,False,0,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,linear_calibrated,-0.2549846494475177,-0.2278222035993431,28,16,False,2,0.015625
heldout_fold,qproj_c2_vllm_shortlist_p64_seed20260508,linear_calibrated,-0.2549846494475177,-0.2278222035993431,28,32,True,10,0.0
