confirmed_candidate,confirmed_trusted_score,contains_trusted_best,eval_only_speedup_vs_trusted_full,full_without_peft_load_speedup_vs_trusted_full,k,peft_confirm_s,proposal_candidates,proposal_full_plus_confirm_s,proposal_plus_confirm_s,proposal_screen_s,regret_vs_trusted_best,trusted_best_candidate,trusted_best_score,trusted_full_screen_s,trusted_topk_overlap,trusted_topk_possible
spectral_projected_gaussian_rank_r_c1p5:seed765487669:s0.001:sign1,0.046875,False,18.665483910712677,6.697540076953751,1,29.168058156967163,1,115.52082681655884,41.451128244400024,12.283070087432861,0.046875,spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,773.7053673267365,0,1
spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,True,10.982842380090919,5.353753601888897,2,58.163663148880005,2,144.51643180847168,70.44673323631287,12.283070087432861,0.0,spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,773.7053673267365,1,2
spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,True,6.747132270943721,4.099287318797825,4,102.38866543769836,4,188.74143409729004,114.67173552513123,12.283070087432861,0.0,spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,773.7053673267365,2,4
spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,True,3.4362355234126065,2.585650528699518,8,212.8776798248291,8,299.2304484844208,225.16074991226196,12.283070087432861,0.0,spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,773.7053673267365,6,8
spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,True,1.8194592384139008,1.5495525709236382,16,412.95611691474915,16,499.3088855743408,425.239187002182,12.283070087432861,0.0,spectral_projected_gaussian_rank_r_c1p5:seed591259173:s0.002:sign1,0.09375,773.7053673267365,16,16
