suite,run,population,screen_prompts,chunk_adapters,tensor_parallel_size,max_loras,max_new_tokens,enforce_eager,max_num_batched_tokens,candidate_sec,screen_prompts_per_sec,screen_tokens_per_sec,holdout_tokens_per_sec,best_tokens_per_sec,eval_elapsed_s,load_s
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,8,4,8,32,False,0,3.33519099333985,224.70589584840025,3980.496113803416,4444.99762243187,3980.496113803416,1228.115573644638,70.34911799430847
optimus_gpu_suite_v092_noflash_tp4,search_p1024_chunk8,1024,64,8,4,8,32,False,0,3.102985208289215,241.27718443504466,4298.048057159927,4701.4581419821625,4298.048057159927,330.0047957897186,74.88083219528198
