suite,run,population,screen_prompts,n,best_screen_exact,base_screen_exact,delta_vs_base,best_candidate
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,30,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,31,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,32,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,33,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,34,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,35,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,36,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,37,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,38,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,39,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,40,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,41,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,42,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,43,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,44,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,45,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,46,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,47,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,48,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,49,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,50,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,51,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,52,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,53,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,54,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,55,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,56,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,57,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,58,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,59,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,60,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,61,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,62,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,63,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,64,0.125,0.0,0.125,isotropic:seed891772234:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,65,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,66,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,67,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,68,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,69,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,70,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,71,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,72,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,73,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,74,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,75,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,76,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,77,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,78,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,79,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,80,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,81,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,82,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,83,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,84,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,85,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,86,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,87,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,88,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,89,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,90,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,91,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,92,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,93,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,94,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,95,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,96,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,97,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,98,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,99,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,100,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,101,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,102,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,103,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,104,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,105,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,106,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,107,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,108,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,109,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,110,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,111,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,112,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,113,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,114,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,115,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,116,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,117,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,118,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,119,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,120,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,121,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,122,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,123,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,124,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,125,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,126,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,127,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,128,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,129,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,130,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,131,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,132,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,133,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,134,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,135,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,136,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,137,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,138,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,139,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,140,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,141,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,142,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,143,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,144,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,145,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,146,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,147,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,148,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,149,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,150,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,151,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,152,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,153,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,154,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,155,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,156,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,157,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,158,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,159,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,160,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,161,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,162,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,163,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,164,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,165,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,166,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,167,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,168,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,169,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,170,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,171,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,172,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,173,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,174,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,175,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,176,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,177,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,178,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,179,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,180,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,181,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,182,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,183,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,184,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,185,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,186,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,187,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,188,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,189,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,190,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,191,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,192,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,193,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,194,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,195,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,196,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,197,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,198,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,199,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,200,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,201,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,202,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,203,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,204,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,205,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,206,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,207,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,208,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,209,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,210,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,211,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,212,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
optimus_gpu_suite_v092_noflash_tp4,search_p4096_chunk8,4096,64,213,0.140625,0.0,0.140625,isotropic:seed1790333580:s0.0075:sign1
