rank,arm,pass,spearman,topk_overlap,selected_regret,speed_ratio_over_dense,mutation_s_mean,mutation_s_ratio_over_dense,dense_ensemble,arm_ensemble,ensemble_delta,dense_best_score,arm_pick_score,dense_score_at_arm_pick,arm_pick_cap_hit,arm_pick_malformed
32,lora,False,0.10813008130081299,4,0.046875,0.8447657374110653,0.07420630753040314,0.049969212633611974,0.08984375,0.08984375,0.0,0.09375,0.09375,0.046875,0.0,0.0
32,spectral_c0p5,False,0.6250203248727717,5,0.0,0.8432922733664484,0.22860494256019592,0.15393851768200256,0.08984375,0.1015625,0.01171875,0.09375,0.0625,0.09375,0.0,0.0
32,spectral_c0p75,False,0.31111294989876415,6,0.0,0.8358405530920382,0.20294055342674255,0.13665657278539298,0.08984375,0.078125,-0.01171875,0.09375,0.078125,0.09375,0.0,0.0
32,spectral_c1p25,False,0.5669539204974948,6,0.015625,0.8497924171887994,0.1953759789466858,0.13156272236678965,0.08984375,0.09375,0.00390625,0.09375,0.09375,0.078125,0.0,0.0
32,spectral_c1p5,False,0.7019027699454979,6,0.0,0.869309814150351,0.2647661715745926,0.17828884856152785,0.08984375,0.1015625,0.01171875,0.09375,0.09375,0.09375,0.0,0.0
32,spectral_c2,False,0.5403990052149736,5,0.0,0.8508369063990401,0.1820785254240036,0.1226084527814415,0.08984375,0.08984375,0.0,0.09375,0.09375,0.09375,0.0,0.0
