rank,arm,pass,spearman,topk_overlap,selected_regret,speed_ratio_over_dense,mutation_s_mean,mutation_s_ratio_over_dense,dense_ensemble,arm_ensemble,ensemble_delta,dense_best_score,arm_pick_score,dense_score_at_arm_pick,arm_pick_cap_hit,arm_pick_malformed
64,lora,False,-0.07812754060909646,3,0.0,0.8810141554100819,0.18554235994815826,0.12494093757451945,0.08984375,0.09765625,0.0078125,0.09375,0.09375,0.09375,0.0,0.0
64,spectral_c0p5,False,0.17598789244948487,3,0.0,0.8441999829707082,0.49621596932411194,0.3341430413201928,0.08984375,0.08984375,0.0,0.09375,0.0625,0.09375,0.0,0.0
64,spectral_c1p5,False,0.5225976393774916,5,0.0,0.8426890060326847,0.432524636387825,0.2912544262640192,0.08984375,0.08203125,-0.0078125,0.09375,0.09375,0.09375,0.0,0.0
